home_team,away_team,match_period,game_week,match_date,match_time,stadium,score_line,total_goals,away_goals,home_goals,referee,min 1-15 goals,min 16-30 goals,min 31-45+ goals,min 46-60 goals,min 61-75 goals,min 76-90+ goals,45+ goals,90+ goals,1st_half goals,2nd_half goals,stoppage_time goals,normal_time goals,min 1-15 home goals,min 1-15 away goals,min 16-30 home goals,min 16-30 away goals,min 31-45+ home goals,min 31-45+ away goals,min 46-60 home goals,min 46-60 away goals,min 61-75 home goals,min 61-75 away goals,min 76-90+ home goals,min 76-90+ away goals,45+ home goals,45+ away goals,90+ home goals,90+ away goals,1st_half home goals,1st_half away goals,2nd_half home goals,2nd_half away goals,stoppage_time home goals,stoppage_time away goals,normal_time home goals,normal_time away goals
Newcastle United,Tottenham Hotspur,early kick-off,32,23 April 2023,14:00 BST,St James' Park,6–1,7,1,6,David Coote,3,2,0,1,1,0,0,0,5,2,0,7,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,1,0,0,6,1
Everton,Newcastle United,late kick-off,33,27 April 2023,19:45 BST,Goodison Park,1–4,5,4,1,Andre Marriner,0,1,0,0,2,2,0,0,1,4,0,5,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,3,0,0,1,4
Newcastle United,Southampton,early kick-off,34,30 April 2023,14:00 BST,St James' Park,3–1,4,1,3,Anthony Taylor,0,0,1,1,0,2,0,0,1,3,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,3,1
Leeds United,Newcastle United,early kick-off,36,13 May 2023,12:30 BST,Elland Road,2–2,4,2,2,Simon Hooper,1,0,1,0,1,1,0,0,2,2,0,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2
Newcastle United,Brighton & Hove Albion,late kick-off,25,18 May 2023,19:30 BST,St James' Park,4–1,5,1,4,Robert Jones,0,1,1,1,0,2,1,1,2,3,2,3,0,0,1,0,1,0,0,1,0,0,2,0,1,0,1,0,2,0,2,1,2,0,2,1
Newcastle United,Leicester City,late kick-off,37,22 May 2023,20:00 BST,St James' Park,0–0,0,0,0,Andre Marriner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelsea,Newcastle United,standard kick-off,38,28 May 2023,16:30 BST,Stamford Bridge,1–1,2,1,1,Jarred Gillett,1,1,0,0,0,0,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Fulham,Liverpool,early kick-off,1,6 August 2022,12:30 BST,Craven Cottage,2–2,4,2,2,Andrew Madley,0,0,1,0,2,1,0,0,1,3,0,4,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,0,2,2
Liverpool,Crystal Palace,late kick-off,2,15 August 2022,20:00 BST,Anfield,1–1,2,1,1,Paul Tierney,0,0,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Manchester United,Liverpool,late kick-off,3,22 August 2022,20:00 BST,Old Trafford,2–1,3,1,2,Michael Oliver,0,1,0,1,0,1,0,0,1,2,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1
Liverpool,Bournemouth,standard kick-off,4,27 August 2022,15:00 BST,Anfield,9–0,9,0,9,Stuart Attwell,2,1,2,1,1,2,0,0,5,4,0,9,2,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,5,0,4,0,0,0,9,0
Everton,Liverpool,early kick-off,6,3 September 2022,12:30 BST,Goodison Park,0–0,0,0,0,Anthony Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Brighton & Hove Albion,standard kick-off,9,1 October 2022,15:00 BST,Anfield,3–3,6,3,3,Andrew Madley,1,1,1,1,1,1,0,0,3,3,0,6,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,2,2,1,0,0,3,3
Liverpool,West Ham United,late kick-off,12,19 October 2022,19:30 BST,Anfield,1–0,1,0,1,Stuart Attwell,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Nottingham Forest,Liverpool,early kick-off,13,22 October 2022,12:30 BST,City Ground,1–0,1,0,1,Paul Tierney,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Liverpool,Leeds United,late kick-off,14,29 October 2022,19:45 BST,Anfield,1–2,3,2,1,Michael Oliver,2,0,0,0,0,1,0,0,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2
Tottenham Hotspur,Liverpool,standard kick-off,15,6 November 2022,16:30 GMT,Tottenham Hotspur Stadium,1–2,3,2,1,Andrew Madley,1,0,1,0,1,0,0,0,2,1,0,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2
Liverpool,Southampton,standard kick-off,16,12 November 2022,15:00 GMT,Anfield,3–1,4,1,3,Simon Hooper,2,1,1,0,0,0,0,0,4,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1
Aston Villa,Liverpool,standard kick-off,17,26 December 2022,17:30 GMT,Villa Park,1–3,4,3,1,Paul Tierney,1,0,1,1,0,1,0,0,2,2,0,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,1,3
Liverpool,Leicester City,late kick-off,18,30 December 2022,20:00 GMT,Anfield,2–1,3,1,2,Craig Pawson,1,0,2,0,0,0,0,0,3,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1
Brentford,Liverpool,standard kick-off,19,2 January 2023,17:30 GMT,Brentford Community Stadium,3–1,4,1,3,Stuart Attwell,0,1,1,1,0,1,0,0,2,2,0,4,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,1,1,0,0,3,1
Brighton & Hove Albion,Liverpool,standard kick-off,20,14 January 2023,15:00 GMT,Falmer Stadium,3–0,3,0,3,Darren England,0,0,0,2,0,1,0,0,0,3,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,0
Liverpool,Chelsea,early kick-off,21,21 January 2023,12:30 GMT,Anfield,0–0,0,0,0,Michael Oliver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wolverhampton Wanderers,Liverpool,standard kick-off,22,4 February 2023,15:00 GMT,Molineux Stadium,3–0,3,0,3,Paul Tierney,2,0,0,0,1,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0
Liverpool,Everton,late kick-off,23,13 February 2023,20:00 GMT,Anfield,2–0,2,0,2,Simon Hooper,0,0,1,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
Crystal Palace,Liverpool,late kick-off,25,25 February 2023,19:45 GMT,Selhurst Park,0–0,0,0,0,Darren England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liverpool,Wolverhampton Wanderers,late kick-off,7,1 March 2023,20:00 GMT,Anfield,2–0,2,0,2,Paul Tierney,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0
Liverpool,Manchester United,standard kick-off,26,5 March 2023,16:30 GMT,Anfield,7–0,7,0,7,Andrew Madley,0,0,1,2,2,2,0,0,1,6,0,7,0,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,1,0,6,0,0,0,7,0
Bournemouth,Liverpool,early kick-off,27,11 March 2023,12:30 GMT,Vitality Stadium,1–0,1,0,1,John Brooks,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Chelsea,Liverpool,late kick-off,8,4 April 2023,20:00 BST,Stamford Bridge,0–0,0,0,0,Anthony Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leeds United,Liverpool,late kick-off,31,17 April 2023,20:00 BST,Elland Road,1–6,7,6,1,Craig Pawson,0,0,2,2,2,1,0,0,2,5,0,7,0,0,0,0,0,2,1,1,0,2,0,1,0,0,0,0,0,2,1,4,0,0,1,6
Liverpool,Nottingham Forest,standard kick-off,32,22 April 2023,15:00 BST,Anfield,3–2,5,2,3,Michael Oliver,0,0,0,3,2,0,0,0,0,5,0,5,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,2,0,0,3,2
West Ham United,Liverpool,late kick-off,33,26 April 2023,19:45 BST,London Stadium,1–2,3,2,1,Chris Kavanagh,1,1,0,0,1,0,0,0,2,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2
Liverpool,Tottenham Hotspur,standard kick-off,34,30 April 2023,16:30 BST,Anfield,4–3,7,3,4,Paul Tierney,3,0,1,0,0,3,0,2,4,3,2,5,3,0,0,0,0,1,0,0,0,0,1,2,0,0,1,1,3,1,1,2,1,1,3,2
Liverpool,Fulham,late kick-off,28,3 May 2023,20:00 BST,Anfield,1–0,1,0,1,Stuart Attwell,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Liverpool,Brentford,standard kick-off,35,6 May 2023,17:30 BST,Anfield,1–0,1,0,1,Anthony Taylor,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Leicester City,Liverpool,late kick-off,36,15 May 2023,20:00 BST,King Power Stadium,0–3,3,3,0,Craig Pawson,0,0,2,0,1,0,0,0,2,1,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3
Liverpool,Aston Villa,standard kick-off,37,20 May 2023,15:00 BST,Anfield,1–1,2,1,1,John Brooks,0,1,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
Southampton,Liverpool,standard kick-off,38,28 May 2023,16:30 BST,St Mary's Stadium,4–4,8,4,4,Darren England,2,2,0,1,3,0,0,0,4,4,0,8,0,2,2,0,0,0,1,0,1,2,0,0,0,0,0,0,2,2,2,2,0,0,4,4
Manchester United,Brighton & Hove Albion,early kick-off,1,7 August 2022,14:00 BST,Old Trafford,1–2,3,2,1,Paul Tierney,0,1,1,0,1,0,0,0,2,1,0,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2
West Ham United,Brighton & Hove Albion,early kick-off,3,21 August 2022,14:00 BST,London Stadium,0–2,2,2,0,Anthony Taylor,0,1,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Brighton & Hove Albion,Leeds United,standard kick-off,4,27 August 2022,15:00 BST,Falmer Stadium,1–0,1,0,1,Michael Salisbury,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Fulham,Brighton & Hove Albion,late kick-off,5,30 August 2022,19:30 BST,Craven Cottage,2–1,3,1,2,Thomas Bramall,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1
Brighton & Hove Albion,Leicester City,early kick-off,6,4 September 2022,14:00 BST,Falmer Stadium,5–2,7,2,5,Tony Harrington,3,0,1,0,2,1,0,1,4,3,1,6,2,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,2,2,3,0,1,0,4,2
Brighton & Hove Albion,Tottenham Hotspur,standard kick-off,10,8 October 2022,17:30 BST,Falmer Stadium,0–1,1,1,0,Tony Harrington,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Brentford,Brighton & Hove Albion,late kick-off,11,14 October 2022,20:00 BST,Brentford Community Stadium,2–0,2,0,2,Michael Salisbury,0,1,0,0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0
Brighton & Hove Albion,Nottingham Forest,late kick-off,12,18 October 2022,19:30 BST,Falmer Stadium,0–0,0,0,0,Darren England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brighton & Hove Albion,Chelsea,standard kick-off,14,29 October 2022,15:00 BST,Falmer Stadium,4–1,5,1,4,Andrew Madley,2,0,1,1,0,1,0,1,3,2,1,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,0,1,1,1,0,3,1
Wolverhampton Wanderers,Brighton & Hove Albion,standard kick-off,15,5 November 2022,15:00 GMT,Molineux,2–3,5,3,2,Graham Scott,2,0,2,0,0,1,0,0,4,1,0,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,2,3
Brighton & Hove Albion,Aston Villa,early kick-off,16,13 November 2022,14:00 GMT,Falmer Stadium,1–2,3,2,1,Chris Kavanagh,1,1,0,1,0,0,0,0,2,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2
Southampton,Brighton & Hove Albion,standard kick-off,17,26 December 2022,15:00 GMT,St Mary's Stadium,1–3,4,3,1,Robert Jones,1,0,1,1,1,0,0,0,2,2,0,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,3
Everton,Brighton & Hove Albion,late kick-off,19,3 January 2023,19:45 GMT,Goodison Park,1–4,5,4,1,Andre Marriner,1,0,0,3,0,1,0,1,1,4,1,4,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,1,3,1,0,0,4
Leicester City,Brighton & Hove Albion,standard kick-off,21,21 January 2023,15:00 GMT,King Power Stadium,2–2,4,2,2,Thomas Bramall,0,1,1,0,1,1,0,0,2,2,0,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,2,2
Brighton & Hove Albion,Bournemouth,standard kick-off,22,4 February 2023,15:00 GMT,Falmer Stadium,1–0,1,0,1,Craig Pawson,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Crystal Palace,Brighton & Hove Albion,standard kick-off,23,11 February 2023,15:00 GMT,Selhurst Park,1–1,2,1,1,Michael Oliver,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
Brighton & Hove Albion,Fulham,standard kick-off,24,18 February 2023,15:00 GMT,Falmer Stadium,0–1,1,1,0,Darren England,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Brighton & Hove Albion,West Ham United,standard kick-off,26,4 March 2023,15:00 GMT,Falmer Stadium,4–0,4,0,4,Stuart Attwell,0,1,0,1,1,1,0,0,1,3,0,4,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,4,0
Leeds United,Brighton & Hove Albion,standard kick-off,27,11 March 2023,15:00 GMT,Elland Road,2–2,4,2,2,Paul Tierney,0,0,2,0,1,1,0,0,2,2,0,4,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,2,2
Brighton & Hove Albion,Crystal Palace,late kick-off,8,15 March 2023,19:30 GMT,Falmer Stadium,1–0,1,0,1,Peter Bankes,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Brighton & Hove Albion,Brentford,standard kick-off,29,1 April 2023,15:00 BST,Falmer Stadium,3–3,6,3,3,Michael Oliver,1,3,0,1,0,1,0,0,4,2,0,6,0,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,1,0,0,3,3
Bournemouth,Brighton & Hove Albion,late kick-off,7[102],4 April 2023,19:45 BST,Vitality Stadium,0–2,2,2,0,Darren Bond,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
Tottenham Hotspur,Brighton & Hove Albion,standard kick-off,30,8 April 2023,15:00 BST,Tottenham Hotspur Stadium,2–1,3,1,2,Stuart Attwell,1,0,1,0,0,1,0,0,2,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1
Chelsea,Brighton & Hove Albion,standard kick-off,31,15 April 2023,15:00 BST,Stamford Bridge,1–2,3,2,1,Robert Jones,1,0,1,0,1,0,0,0,2,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,2
Nottingham Forest,Brighton & Hove Albion,late kick-off,33,26 April 2023,19:30 BST,City Ground,3–1,4,1,3,Jarred Gillett,0,0,2,0,1,1,1,1,2,2,2,2,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,2,0,2,0,1,1
Brighton & Hove Albion,Wolverhampton Wanderers,standard kick-off,34,29 April 2023,15:00 BST,Falmer Stadium,6–0,6,0,6,David Coote,2,1,1,1,1,0,0,0,4,2,0,6,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0
Brighton & Hove Albion,Manchester United,late kick-off,28,4 May 2023,20:00 BST,Falmer Stadium,1–0,1,0,1,Andre Marriner,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
Brighton & Hove Albion,Everton,standard kick-off,35,8 May 2023,17:30 BST,Falmer Stadium,1–5,6,5,1,Simon Hooper,1,1,1,0,0,3,0,1,3,3,1,5,0,1,0,1,0,1,0,0,0,0,1,2,0,0,0,1,0,3,1,2,0,1,1,4
Brighton & Hove Albion,Southampton,early kick-off,37,21 May 2023,14:00 BST,Falmer Stadium,3–1,4,1,3,Paul Tierney,0,1,1,1,1,0,0,0,2,2,0,4,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,3,1
Aston Villa,Brighton & Hove Albion,standard kick-off,38,28 May 2023,16:30 BST,Villa Park,2–1,3,1,2,David Coote,1,1,1,0,0,0,0,0,3,0,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1
Bournemouth,Aston Villa,standard kick-off,1,6 August 2022,15:00 BST,Vitality Stadium,2–0,2,0,2,Peter Bankes,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0
Aston Villa,Everton,early kick-off,2,13 August 2022,12:30 BST,Villa Park,2–1,3,1,2,Michael Oliver,0,0,1,0,0,2,0,0,1,2,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,2,1
Crystal Palace,Aston Villa,standard kick-off,3,20 August 2022,15:00 BST,Selhurst Park,3–1,4,1,3,Andrew Madley,2,0,0,1,1,0,0,0,2,2,0,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,3,1
Aston Villa,West Ham United,early kick-off,4,28 August 2022,14:00 BST,Villa Park,0–1,1,1,0,David Coote,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Aston Villa,Southampton,late kick-off,8,16 September 2022,20:00 BST,Villa Park,1–0,1,0,1,Tony Harrington,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Leeds United,Aston Villa,standard kick-off,9,2 October 2022,16:30 BST,Elland Road,0–0,0,0,0,Stuart Attwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nottingham Forest,Aston Villa,late kick-off,10,10 October 2022,20:00 BST,The City Ground,1–1,2,1,1,Anthony Taylor,1,1,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Aston Villa,Chelsea,early kick-off,11,16 October 2022,14:00 BST,Villa Park,0–2,2,2,0,Robert Jones,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Fulham,Aston Villa,late kick-off,12,20 October 2022,19:30 BST,Craven Cottage,3–0,3,0,3,Michael Oliver,0,0,1,0,1,1,0,0,1,2,0,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,3,0
Aston Villa,Brentford,early kick-off,13,23 October 2022,14:00 BST,Villa Park,4–0,4,0,4,Darren England,3,0,0,1,0,0,0,0,3,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0
Aston Villa,Manchester United,early kick-off,15,6 November 2022,14:00 GMT,Villa Park,3–1,4,1,3,Anthony Taylor,2,0,1,1,0,0,0,0,3,1,0,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,3,1
Tottenham Hotspur,Aston Villa,early kick-off,18,1 January 2023,14:00 GMT,Tottenham Hotspur Stadium,0–2,2,2,0,John Brooks,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2
Aston Villa,Wolverhampton Wanderers,late kick-off,19,4 January 2023,20:00 GMT,Villa Park,1–1,2,1,1,Jarred Gillett,1,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
Aston Villa,Leeds United,late kick-off,20,13 January 2023,20:00 GMT,Villa Park,2–1,3,1,2,Michael Oliver,1,0,0,0,1,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1
Southampton,Aston Villa,standard kick-off,21,21 January 2023,15:00 GMT,St Mary's Stadium,0–1,1,1,0,Michael Salisbury,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Aston Villa,Leicester City,standard kick-off,22,4 February 2023,15:00 GMT,Villa Park,2–4,6,4,2,Darren England,2,0,3,0,0,1,1,0,5,1,1,5,1,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,2,3,0,1,0,1,2,3
Everton,Aston Villa,standard kick-off,25,25 February 2023,15:00 GMT,Goodison Park,0–2,2,2,0,Anthony Taylor,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2
Aston Villa,Crystal Palace,standard kick-off,26,4 March 2023,15:00 GMT,Villa Park,1–0,1,0,1,Craig Pawson,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
West Ham United,Aston Villa,early kick-off,27,12 March 2023,14:00 GMT,London Stadium,1–1,2,1,1,Chris Kavanagh,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
Aston Villa,Bournemouth,standard kick-off,28,18 March 2023,15:00 GMT,Villa Park,3–0,3,0,3,Robert Jones,1,0,0,0,0,2,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,3,0
Chelsea,Aston Villa,standard kick-off,29,1 April 2023,17:30 BST,Stamford Bridge,0–2,2,2,0,Andrew Madley,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Leicester City,Aston Villa,late kick-off,7,4 April 2023,19:45 BST,King Power Stadium,1–2,3,2,1,Graham Scott,0,1,1,0,0,1,0,0,2,1,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2
Aston Villa,Nottingham Forest,standard kick-off,30,8 April 2023,15:00 BST,Villa Park,2–0,2,0,2,Anthony Taylor,0,0,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0
Brentford,Aston Villa,standard kick-off,32,22 April 2023,15:00 BST,Brentford Community Stadium,1–1,2,1,1,Michael Salisbury,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
Aston Villa,Fulham,late kick-off,33,25 April 2023,19:45 BST,Villa Park,1–0,1,0,1,Thomas Bramall,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Manchester United,Aston Villa,early kick-off,34,30 April 2023,14:00 BST,Old Trafford,1–0,1,0,1,Jarred Gillett,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Wolverhampton Wanderers,Aston Villa,standard kick-off,35,6 May 2023,15:00 BST,Molineux Stadium,1–0,1,0,1,Stuart Attwell,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Aston Villa,Tottenham Hotspur,standard kick-off,36,13 May 2023,15:00 BST,Villa Park,2–1,3,1,2,Peter Bankes,1,0,0,0,1,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,2,1
Tottenham Hotspur,Southampton,standard kick-off,1,6 August 2022,15:00 BST,Tottenham Hotspur Stadium,4–1,5,1,4,Andre Marriner,1,1,1,0,2,0,0,0,3,2,0,5,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,0,0,4,1
Chelsea,Tottenham Hotspur,standard kick-off,2,14 August 2022,16:30 BST,Stamford Bridge,2–2,4,2,2,Anthony Taylor,0,1,0,0,1,2,0,1,1,3,1,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,2,0,1,2,1
Tottenham Hotspur,Wolverhampton Wanderers,early kick-off,3,20 August 2022,12:30 BST,Tottenham Hotspur Stadium,1–0,1,0,1,Simon Hooper,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
